"x"
0.0292899484482768
-2.83045679217192
8.62186301262087
1.33351512428963
-6.79245140492643
0.034467392415025
0.116183692851645
-0.127213271535433
-0.212147317053128
-0.225006137053649
-0.0667232563043686
-0.0876218083975938
0.710624064082142
-0.00218021698083428
3.90984021493153
-0.899602717929569
-10
3.59014129517869
-4.36333755132691
-10
-10
-10
0.131419109031621
-10
-10
-10
-10
-10
-10
-9.60908911544471
-10
-10
-10
-10
-10
-10
-10
-10
-10
-10
-10
-10
-10
-10
-10
5.25061790229092
5.28393436350904
10
10
5.07854549594656
10
1.11468648346912
2.78275374714239
2.20903926870563
2.19993337900476
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
0.293402338850041
-0.254798648407821
-0.233897693750413
0.0942000700006531
-3.48170665174803
-2.85963495899101
-2.20797180087176
-3.38721224254312
-2.11449522932811
0.235016809977447
-0.279282679647087
-0.485623118587255
-1.86695679982089
-0.802734467639585
-1.65253588059567
-1.20165894868908
-2.85245357907455
0.334018603626641
-1.87058657708448
-1.09701675305698
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
2.43340998708899
9.42991163808238
9.89195371052296
2.81070042166975
2.41331486489194
2.57923303717485
1.9400362790659
10
7.62042339768388
2.99651244625124
7.02921880368506
3.35779563369623
8.59597968857654
2.47533140226975
7.69851716937386
2.87658253531779
3.20704757536874
10
3.10089155648751
2.63924001593628
-2.03504944006026
-0.639445988087147
-1.41634392783054
-1.05656500132457
-2.16950912574446
-0.577531369692067
-1.38649433448785
-0.996651766869974
-2.24954989771313
-0.554648986444259
-1.33298122756557
-0.934024697752842
-2.30048026795227
-0.532042661098743
-1.36471457350618
-0.911307814705004
-2.37905692365193
-0.544484161516217
-1.38481959093705
-0.910677977725576
-2.53554188959551
-0.581003408590821
-1.42255221872118
-0.893990468009874
-2.5932079749649
-0.622031530840219
-1.49997352170643
-0.904286918578891
1.4282060159132
0.916901508545694
1.18647149174972
0.852180819329303
-1.1693629247436
-2.38280762586837
-1.85055677020542
-2.13483506671451
-0.966339449936435
-2.01842938994529
-1.7642271865087
-1.74807696184699
-0.961447986460811
-1.63516445696291
-1.69733508457548
-1.53373786936536
-1.09271838398431
-1.36522315066692
-1.65076473040515
-1.47137564952502
-1.30220568951092
-1.14751673596969
-1.62635600540658
-1.41187910265611
-1.5238265059352
-0.979330740985063
-1.56191281586513
-1.31089589250072
-1.74230330360041
-0.845604350426686
-1.49113727199972
-1.21263431293796
-1.91127838099639
-0.723347779473746
-1.43319700152981
-1.13416450586473
0.0162966126629088
0.0633593027355154
-0.00921034853720608
-0.0666878349039796
0.0531069941672957
0.10151407956615
0.165200836596463
0.119333232473987
-0.0278757692273225
0.15707795204702
-10
-10
-10
-10
-10
-10
-10
-10
-10
-10
-0.000883563546819191
0.114755662192904
0.0671101062362452
-0.102241587517002
0.11461064029929
-10
-10
-10
-10
-10
-10
-8.18966117420234
-10
-10
-10
-10
-10
-10
-10
-10
-10
-10
-10
-10
-10
-10
-10
-10
-10
-10
-10
-10
-10
-10
-10
-10
-10
-10
10
-10
-10
-10
-10
-10
-10
-10
-10
-10
-10
-10
-10
-10
-10
-10
-10
0.65113808411289
0.65113808411289
0.299345827565528
0.299345827565528
0.057491956706692
0.057491956706692
0.0723261246591753
0.0536646388317748
0.180683443008906
0.140479423419232
0.257851809485512
0.257851809485512
0.181477330738155
0.181477330738155
-10
-4.54658970017516
3.58304795257818
1.1425347934024
-10
-1.91858175724546
5.60593629217145
-0.691669624370393
-10
-3.13779233781817
4.60550703359624
0.234873215087593
-10
-2.82665544133986
4.13538890651837
-0.177515196467663
-10
-1.69386859240204
6.04926941253947
-0.777180232743351
-1.88807779988384
-1.67193257938839
-2.30759101110385
10
-0.401451026926888
0.17323996075156
-0.204426840883826
2.07582518184655
-0.973619563585317
-0.6376132660544
-1.32493658317832
6.50880376988585
-3.624931449221
-3.5931228071361
-5.2535361445494
10
-0.190058269826953
0.278401907786719
-0.1712273787492
2.21303342443529
-10
-6.42284813183571
-5.21568739950375
-6.56894128003392
-6.3431206285969
-2.91392887513753
-2.19555770951132
-3.05602974127227
-10
-5.33634677488612
-3.78864567057243
-5.10888548362547
-7.9228337584278
-2.49292083145915
-3.33375350540825
-10
-8.5054650672624
-4.24005180016439
-2.43168111903624
-3.28482228774506
0.115404310535495
-2.52221972052955
8.69975545049567
1.39331295085701
-8.75242766062578
-0.00980903036767683
0.116183692851645
0.148568591836198
0.044921944378471
0.0265947106261874
-0.0667232563043686
-0.0966596136861151
0.710270497827113
-0.118472273061984
3.8916172770012
-0.73636193684809
-10
2.07196090622379
-4.70642354975479
-10
-10
-10
-2.23353249673821
-10
-10
-10
-10
-10
-10
-10
-10
-10
-10
-10
-10
-10
-10
-10
-10
-10
-10
-10
-10
-10
-10
4.91090981140805
5.1238610988624
10
10
5.09027562828129
10
0.640108258591019
2.07833291237341
1.16582787305369
1.27386454586263
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
0.0542105979064526
-0.285137406387244
0.419144779588947
-0.000991779170632599
-3.16238040279723
-2.6911001436183
-1.90825248667068
-3.25500564512611
-2.01142624972194
0.113421001179303
0.464386549536499
-0.574761779783241
-2.3649431994317
-0.857246716992119
-1.79273653209237
-1.24437310687466
-2.63156655569937
0.361107330914375
-1.74968634282887
-0.781229805055036
10
10
10
10
10
10
10
10
10
10
10
10
10
7.80078882253269
10
10
10
10
10
10
10
10
10
10
10
10
10
6.26344718518049
10
8.60736238476582
2.47910611838324
9.60651544210048
9.73542805384812
2.99535267029491
2.36936269461956
2.38464805380095
1.16431032219215
8.84830640974524
7.70735960189873
3.00111796770051
6.90421169760846
3.3824886340715
8.00606640817854
2.38191735926201
7.38219360241793
3.19492713979939
3.31976650694458
9.94510488357424
3.0704423845259
1.8380200660438
-2.26145909754272
-0.68670120649461
-1.56983977105123
-1.22663036117208
-2.3712102928679
-0.626974940952146
-1.52160572399615
-1.14975280173496
-2.42679761200783
-0.607166146780659
-1.45259698227351
-1.06763656819958
-2.4518060514555
-0.588054898962164
-1.46844360791873
-1.03431850863601
-2.50184508313984
-0.602260667658715
-1.47756616234218
-1.02074628438313
-2.64582478648397
-0.640066319535378
-1.50633230548168
-0.996027605590303
-2.68379799109574
-0.68052086893578
-1.57274590687751
-0.995973680193284
1.78870722417711
1.04030304641695
1.3392265033616
1.03672494823378
-1.12362152878798
-2.21717088794318
-1.79978334470546
-2.07250727752842
-1.05373330876624
-2.00705259843992
-1.87453285239439
-2.10860118590923
-1.09263218322309
-1.67755042508079
-1.88238179787933
-1.98085317118008
-1.26232883783297
-1.41744240562986
-1.86703265547378
-1.83823552335488
-1.51704146105065
-1.19515439679083
-1.85824880009867
-1.69647294682474
-1.76632177543741
-1.02661873332689
-1.77320962970648
-1.55097008474797
-1.99511478130825
-0.892608171750679
-1.68128778997313
-1.42495128776901
-2.15852470897087
-0.76876652126408
-1.60643491964507
-1.32687555085657
-0.0659725073760788
0.0270230323884015
-0.045162121590433
-0.228439845880868
0.0167890798276476
0.174713729545961
0.22993370549114
0.188252891139348
0.103654175260979
0.226137499393009
-10
-10
-10
10
-10
-10
-10
-10
-10
-10
-0.0031425187820631
0.122706203088673
0.0671158960423405
-0.231779527257649
0.111308224718126
-10
-9.33304361513964
-10
-10
-10
-10
-8.14551535976656
-10
-10
-10
-10
-10
-10
-10
-10
-10
-10
-10
-10
-10
-10
-10
-10
-10
-10
-10
-10
-10
-10
-10
-10
-10
-10
10
-10
-10
-10
-10
-10
-10
-10
-10
-10
-10
-10
-10
-10
-10
-10
-10
-10
-10
-1.91384584399901
5.43268968780108
-10
-8.81201760328898
-0.744328339366333
4.00979173814337
-10
-9.80830667638743
-1.2222489759709
4.62424741564483
-10
-10
-1.05323520893883
4.50380080475942
-10
-8.15670556983894
-0.556930859141375
3.67744972492015
-2.37690645104799
